descrip_vc;fec_lim;fec_pago;moneda;nemo;num_acc_ant;num_acc_der;num_acc_nue;pre_ant_vc;pre_ex_vc;val_acc
DIVIDENDO US$ 0,224117;2015-06-25;2015-07-01;US$;EPHE;0;100000;0;0;0;0.224
DIVIDENDO US$ 0,913607;2015-06-25;2015-07-01;US$;ENZL;0;100000;0;0;0;0.914
DIVIDENDO US$ 0,055451;2015-06-25;2015-07-01;US$;ERUS;0;100000;0;0;0;0.055
DIVIDENDO US$ 0,207664;2015-06-25;2015-07-01;US$;EPOL;0;100000;0;0;0;0.208
DIVIDENDO US$ 0,952237;2015-06-25;2015-07-01;US$;EPP;0;100000;0;0;0;0.952
DIVIDENDO $ 4,24195;2015-06-24;2015-07-01;$;CFMINDICE;0;3883012;0;0;0;4.242
DIVIDENDO $ 0,225455;2015-06-30;2015-07-01;$;CFMBICEEUU;0;7342950;0;0;0;0.225
DIVIDENDO $ 10,20942284;2015-06-30;2015-07-01;$;CFMITNIPSA;0;12080000;0;0;0;10.209
DIVIDENDO DEF $ 0,704728148;2015-06-24;2015-07-01;$;ITAUCORP;0;340358194234;0;0;0;0.705
REPARTO EQUIV. EN PESOS A 415230 CUOTAS;2015-06-23;;;CFITOESCA;0;0;0;0;0;0
DIVIDENDO PROV 0 US$ 0,61;2015-06-08;2015-06-30;US$;TRV;0;100000;0;0;0;0.61
DIVIDENDO US$ 0,55;2015-05-27;2015-06-30;US$;UNP;0;100000;0;0;0;0.55
DIVIDENDO US$ 0,7025;2015-06-03;2015-06-30;US$;PEP;0;100000;0;0;0;0.703
DIVIDENDO US$ 1,012934;2015-06-24;2015-06-30;US$;MXI;0;100000;0;0;0;1.013
DIVIDENDO US$ 0,023021;2015-06-24;2015-06-30;US$;ITB;0;100000;0;0;0;0.023
DIVIDENDO US$ 1,180851;2015-06-24;2015-06-30;US$;IVV;0;100000;0;0;0;1.181
DIVIDENDO US$ 0,400501;2015-06-24;2015-06-30;US$;IVW;0;100000;0;0;0;0.401
DIVIDENDO US$ 0,494662;2015-06-24;2015-06-30;US$;IVE;0;100000;0;0;0;0.495
DIVIDENDO US$ 1,055199;2015-06-24;2015-06-30;US$;IDU;0;100000;0;0;0;1.055
DIVIDENDO US$ 0,109034;2015-06-24;2015-06-30;US$;INDY;0;100000;0;0;0;0.109
DIVIDENDO US$ 0,321944;2015-06-24;2015-06-30;US$;ILF;0;100000;0;0;0;0.322
DIVIDENDO US$ 0,8979;2015-06-24;2015-06-30;US$;IEV;0;100000;0;0;0;0.898
DIVIDENDO US$ 0,249278;2015-06-24;2015-06-30;US$;FXI;0;100000;0;0;0;0.249
DIVIDENDO US$ 0,43;2015-06-12;2015-06-30;US$;GILD;0;100000;0;0;0;0.43
DIVIDENDO US$ 0,219622;2015-06-24;2015-06-30;US$;IYZ;0;100000;0;0;0;0.22
DIVIDENDO  US$ 0,657806;2015-06-24;2015-06-30;US$;IYR;0;100000;0;0;0;0.658
DIVIDENDO US$ 0,252677;2015-06-24;2015-06-30;US$;IYW;0;100000;0;0;0;0.253
DIVIDENDO US$ 0,807915;2015-06-24;2015-06-30;US$;IXG;0;100000;0;0;0;0.808
DIVIDENDO US$ 0,526778;2015-06-24;2015-06-30;US$;IXC;0;100000;0;0;0;0.527
DIVIDENDO US$ 0,287655;2015-06-24;2015-06-30;US$;IYC;0;100000;0;0;0;0.288
DIVIDENDO US$ 0,336147;2015-06-24;2015-06-30;US$;IYE;0;100000;0;0;0;0.336
DIVIDENDO US$ 0,412648;2015-06-24;2015-06-30;US$;IYJ;0;100000;0;0;0;0.413
DIVIDENDO US$ 0,272291;2015-06-24;2015-06-30;US$;IYF;0;100000;0;0;0;0.272
DIVIDENDO US$ 0,31147;2015-06-24;2015-06-30;US$;IYM;0;100000;0;0;0;0.311
DIVIDENDO US$ 0,573639;2015-06-24;2015-06-30;US$;IYK;0;100000;0;0;0;0.574
DIVIDENDO PROV 45 $ 109;2015-06-23;2015-06-30;$;CFILVPARI1;0;2649829;0;0;0;109
DIVIDENDO $ 0,520166;2015-06-27;2015-06-30;$;CFMBICEEUU;0;7342950;0;0;0;0.52
DIVIDENDO $ 0,458432;2015-06-27;2015-06-30;$;CFMBICEEUU;0;7342950;0;0;0;0.458
DIVIDENDO US$ 0,05;2015-06-03;2015-06-26;US$;BAC;0;100000;0;0;0;0.05
DIVIDENDO PROV $ 75,5591468650168;2015-06-20;2015-06-26;$;CFIDHS2-A;0;468499;0;0;0;75.559
DIVIDENDO PROV $ 408,237624;2015-06-20;2015-06-26;$;CFIIMTPA-E;0;750000;0;0;0;408.238
DIVIDENDO DEF $ 860,203798166264;2015-06-20;2015-06-26;$;CFILVCOR-A;0;1005172;0;0;0;860.204
DIVIDENDO DEF US$ 3,5073807878869;2015-06-20;2015-06-26;US$;CFILVHYL-I;0;1137716;0;0;0;3.507
DIVIDENDO $ 90,55309254834;2015-06-20;2015-06-26;$;CFIDHS1;0;2248647;0;0;0;90.553
DIVIDENDO PROV $ 65;2015-06-20;2015-06-26;$;CFINRENTAS;0;22791898;0;0;0;65
DIVIDENDO US$ 0,025;2015-06-09;2015-06-25;US$;NEM;0;100000;0;0;0;0.025
DIVIDENDO US$ 0,125;2015-06-09;2015-06-25;US$;AIG;0;100000;0;0;0;0.125
DIVIDENDO DEF$ 7,768546;2015-06-19;2015-06-25;$;CFIIMEPLUS;0;1000000;0;0;0;7.769
DIVIDENDO DEF $ 22,672728;2015-06-19;2015-06-25;$;CFIIMSCLE;0;1000000;0;0;0;22.673
DIVIDENDO DEF $ 22,634765;2015-06-19;2015-06-25;$;CFIIMSCLD;0;1000000;0;0;0;22.635
DIVIDENDO DEF $ 22,637252;2015-06-19;2015-06-25;$;CFIIMSCLB;0;1000000;0;0;0;22.637
DIVIDENDO PROV 94 $ 75;2015-06-19;2015-06-25;$;EDELMAG;0;13081284;0;0;0;75
DIVIDENDO DEF $ 27,944715;2015-06-19;2015-06-25;$;CFIIMSCLI;0;250000000;0;0;0;27.945
DIVIDENDO US$ 0,48;2015-06-01;2015-06-24;US$;QCOM;0;100000;0;0;0;0.48
DIVIDENDO US$ 0,5;2015-06-11;2015-06-24;US$;UNH;0;100000;0;0;0;0.5
DIVIDENDO US$ 0,18;2015-06-01;2015-06-24;US$;HAL;0;100000;0;0;0;0.18
DIVIDENDO PROV $ 286,471552801864;2015-06-18;2015-06-24;$;CFICELDI1;0;2000000;0;0;0;286.472
DIVIDENDO $ 0,335841;2015-06-23;2015-06-24;$;CFMBICEEUU;0;7342950;0;0;0;0.336
DIVIDENDO DEF $ 1,5191;2015-06-18;2015-06-24;$;TATTERSALL;0;654574964;0;0;0;1.519
EMIS PAGO INF 2,14200402 X 1;2015-05-13;2015-06-19;;CFIMSIGLO;2745814;0;0;0;0;0
DIVIDENDO PROV 130 $ 14000000;2015-06-13;2015-06-19;$;BOLSASTGO;0;48;0;0;0;14000000
DIVIDENDO DEF $ 1799,0047;2015-06-13;2015-06-19;$;CFIREMERGE;0;2174305;0;0;0;1799.005
DIVIDENDO DEF $ 120,6379;2015-06-13;2015-06-19;$;CFINFUNDA;0;44367002;0;0;0;120.638
DIVIDENDO US$ 0,59;2015-06-02;2015-06-18;US$;HD;0;100000;0;0;0;0.59
DIVIDENDO DEF $ 19,3488235696925;2015-06-12;2015-06-18;$;CFIDHS1;0;2248647;0;0;0;19.349
DIVIDENDO $ 0,06493;2015-06-12;2015-06-18;$;CFMINDICE;0;3883012;0;0;0;0.065
DIVIDENDO $ 0,315802;2015-06-17;2015-06-18;$;CFMBICEEUU;0;7342950;0;0;0;0.316
DIVIDENDO $ 0,20143356;2015-06-17;2015-06-18;$;CFMITNIPSA;0;11440000;0;0;0;0.201
DIVIDENDO PROV 3 $ 35;2015-06-12;2015-06-18;$;GASCO;0;168000000;0;0;0;35
DIVIDENDO $ 0,065775;2015-06-10;2015-06-16;$;CFMINDICE;0;3883012;0;0;0;0.066
DIVIDENDO $ 0,1298383;2015-06-15;2015-06-16;$;CFMITNIPSA;0;11280000;0;0;0;0.13
DIVIDENDO PROV 40 US$ 0,010217;2015-06-10;2015-06-16;$;SK;0;1075000000;0;0;0;6.401
DIVIDENDO US$ 0,85;2015-05-28;2015-06-15;US$;MCD;0;100000;0;0;0;0.85
DIVIDENDO DEF 44 $ 247,9998841;2015-06-09;2015-06-15;$;CFILVPARI1;0;2649829;0;0;0;248
DIVIDENDO $ 0,4191;2015-06-13;2015-06-15;$;CFMBICEEUU;0;7342950;0;0;0;0.419
DIVIDENDO PROV 75 US$ 0,00552;2015-06-09;2015-06-15;$;VENTANAS;0;1202879835;0;0;0;3.498
DIVIDENDO DEF US$ 0,000068436;2015-06-08;2015-06-13;$;NORTEGRAN;0;105961665413;0;0;0;0.042
EMIS PAGO INF 1,35148158 X 1;2015-05-07;2015-06-12;;CFICGPEP-E;72927389;0;0;0;0;0
DIVIDENDO US$ 1,025;2015-05-20;2015-06-12;US$;MMM;0;100000;0;0;0;1.025
DIVIDENDO PROV 0 US$ 0,49;2015-05-13;2015-06-12;US$;DD;0;100000;0;0;0;0.49
DIVIDENDO $ 0,2864;2015-06-11;2015-06-12;$;CFMBICEEUU;0;7342950;0;0;0;0.286
DIVIDENDO $ 0,57586;2015-06-11;2015-06-12;$;CFMBICEEUU;0;7342950;0;0;0;0.576
DIVIDENDO PROV 0 US$ 0,31;2015-05-19;2015-06-11;US$;MSFT;0;100000;0;0;0;0.31
DIVIDENDO $ 0,141725;2015-06-10;2015-06-11;$;CFMBICEEUU;0;7342950;0;0;0;0.142
DIVIDENDO DEF 25 US$ 0,00007154;2015-06-05;2015-06-11;$;ORO BLANCO;0;131492625130;0;0;0;0.044
DIVIDENDO US$ 0,64;2015-05-13;2015-06-10;US$;RTX;0;100000;0;0;0;0.64
DIVIDENDO PROV 0 US$ 0,52;2015-05-18;2015-06-10;US$;TGT;0;100000;0;0;0;0.52
DIVIDENDO US$ 0,05;2015-05-11;2015-06-10;US$;X;0;100000;0;0;0;0.05
DIVIDENDO US$ 0,73;2015-05-11;2015-06-10;US$;XOM;0;100000;0;0;0;0.73
DIVIDENDO US$ 1,07;2015-05-15;2015-06-10;US$;CVX;0;100000;0;0;0;1.07
DIVIDENDO US$ 1,3;2015-05-06;2015-06-10;US$;IBM;0;100000;0;0;0;1.3
DIVIDENDO US$ 0,5175;2015-05-19;2015-06-10;US$;HON;0;100000;0;0;0;0.518
DIVIDENDO $ 0,675999;2015-06-09;2015-06-10;$;CFMBICEEUU;0;7342950;0;0;0;0.676
DIVIDENDO $ 0,381114;2015-06-09;2015-06-10;$;CFMBICEEUU;0;7342950;0;0;0;0.381
DIVIDENDO $ 0,337527;2015-06-09;2015-06-10;$;CFMBICEEUU;0;7342950;0;0;0;0.338
DIVIDENDO $ 0,566879;2015-06-09;2015-06-10;$;CFMBICEEUU;0;7342950;0;0;0;0.567
DIVIDENDO PROV 304 $ 40;2015-06-04;2015-06-10;$;VOLCAN;0;75000000;0;0;0;40
DIVIDENDO US$ 0,0025;2015-05-15;2015-06-09;US$;BTU;0;100000;0;0;0;0.003
DIVIDENDO PROV 0 US$ 0,75;2015-05-21;2015-06-09;US$;JNJ;0;100000;0;0;0;0.75
DIVIDENDO PROV $ 5041,20816478069;2015-06-03;2015-06-09;$;CFIPINMOB1;0;585020;0;0;0;5041.208
DIVIDENDO PROV $ 1355,50647745376;2015-06-03;2015-06-09;$;CFIPINMOB1;0;585020;0;0;0;1355.506
DIVIDENDO $ 0,364196;2015-06-08;2015-06-09;$;CFMBICEEUU;0;7342950;0;0;0;0.364
REPARTO EQUIV. EN DOLAR A 309113 CUOTAS;2015-06-02;;;CFICGPEP-E;0;0;0;0;0;0
DIVIDENDO US$ 0,21264;2015-06-02;2015-06-08;US$;EPU;0;100000;0;0;0;0.213
DIVIDENDO US$ 0,036809;2015-06-01;2015-06-05;US$;SHY;0;100000;0;0;0;0.037
DIVIDENDO US$ 0,91;2015-05-06;2015-06-05;US$;BA;0;100000;0;0;0;0.91
DIVIDENDO PROV 0 US$ 0,79;2015-05-12;2015-06-05;US$;AMGN;0;100000;0;0;0;0.79
DIVIDENDO US$ 0,084;2015-06-01;2015-06-05;US$;EMAG;0;100000;0;0;0;0.084
DIVIDENDO US$ 0,089;2015-06-01;2015-06-05;US$;EMLC;0;100000;0;0;0;0.089
DIVIDENDO US$ 0,401837;2015-06-01;2015-06-05;US$;HYG;0;100000;0;0;0;0.402
DIVIDENDO US$ 0,32865;2015-06-01;2015-06-05;US$;LQD;0;100000;0;0;0;0.329
DIVIDENDO $ 0,447988;2015-06-04;2015-06-05;$;CFMBICEEUU;0;7342950;0;0;0;0.448
DIVIDENDO DEF 5 $ 27;2015-05-30;2015-06-05;$;CFIMRCLP;0;13390335;0;0;0;27
DIVIDENDO PROV $ 0,57605129361084;2015-05-30;2015-06-05;$;CFIBTGCYFA;0;359440000;0;0;0;0.576
EMIS PAGO 0,04562396 X 1 $ 1,56;2015-04-28;2015-06-03;;ORO BLANCO;131492625130;0;137491839399;1.9;1.89;1.56
DIVIDENDO US$ 0,73;2015-05-14;2015-06-03;US$;UPS;0;100000;0;0;0;0.73
REPARTO CAPITAL  UF 0,082176629;2015-05-27;;;CFINSANPLU;0;0;0;0;0;0
DIVIDENDO US$ 0,28;2015-05-06;2015-06-02;US$;PFE;0;100000;0;0;0;0.28
DIVIDENDO US$ 0,12;2015-05-13;2015-06-02;US$;V;0;400000;0;0;0;0.12
DIVIDENDO $ 0,128087;2015-06-01;2015-06-02;$;CFMBICEEUU;0;7342950;0;0;0;0.128
DIVIDENDO $ 0,056182;2015-06-01;2015-06-02;$;CFMBICEEUU;0;7342950;0;0;0;0.056
DIVIDENDO DEF $ 2,1822;2015-05-27;2015-06-02;$;CFILVADV-E;0;300000000;0;0;0;2.182
DIVIDENDO US$ 0,375;2015-05-06;2015-06-01;US$;WFC;0;100000;0;0;0;0.375
DIVIDENDO PROV 0 US$ 0,49;2015-05-06;2015-06-01;US$;WMT;0;100000;0;0;0;0.49
DIVIDENDO US$ 0,06;2015-05-12;2015-06-01;US$;AVP;0;100000;0;0;0;0.06
DIVIDENDO US$ 0,24;2015-05-05;2015-06-01;US$;INTC;0;100000;0;0;0;0.24
DIVIDENDO $ 0,093998;2015-05-30;2015-06-01;$;CFMBICEEUU;0;7342950;0;0;0;0.094
DIVIDENDO $ 0,235826;2015-05-30;2015-06-01;$;CFMBICEEUU;0;7342950;0;0;0;0.236
DIVIDENDO DEF 43 $ 109;2015-05-23;2015-05-29;$;CFILVPARI1;0;2649829;0;0;0;109
DIVIDENDO $ 0,117019;2015-05-23;2015-05-29;$;CFMINDICE;0;3883012;0;0;0;0.117
DIVIDENDO $ 0,020826;2015-05-23;2015-05-29;$;CFMINDICE;0;3883012;0;0;0;0.021
DIVIDENDO $ 0,214036;2015-05-23;2015-05-29;$;CFMINDICE;0;3883012;0;0;0;0.214
DIVIDENDO $ 0,144468;2015-05-23;2015-05-29;$;CFMINDICE;0;3883012;0;0;0;0.144
DIVIDENDO $ 0,009869;2015-05-23;2015-05-29;$;CFMINDICE;0;3883012;0;0;0;0.01
DIVIDENDO $ 0,3142341;2015-05-28;2015-05-29;$;CFMITNIPSA;0;9440000;0;0;0;0.314
DIVIDENDO $ 1,3627902;2015-05-28;2015-05-29;$;CFMITNIPSA;0;9440000;0;0;0;1.363
DIVIDENDO DEF $ 341,3813752;2015-05-23;2015-05-29;$;CFINSANTIA;0;22201603;0;0;0;341.381
DIVIDENDO ADIC US$ 0,,067;2015-05-23;2015-05-29;$;ENLASA;0;46388075;0;0;0;41.281
DIVIDENDO DEF $ 12,36205958;2015-05-23;2015-05-29;$;PILMAIQUEN;0;50000000;0;0;0;12.362
DIVIDENDO DEF 16 $ 149,5328290249;2015-05-23;2015-05-29;$;CFIPIONERO;0;127065864;0;0;0;149.533
DIVIDENDO DEF $ 0,00172;2015-05-23;2015-05-29;$;ESVAL-B;0;187132538;0;0;0;0.002
DIVIDENDO DEF $ 22,60283;2015-05-23;2015-05-29;$;PAZ;0;283369203;0;0;0;22.603
DIVIDENDO DEF 193 $ 16,5;2015-05-23;2015-05-29;$;ANDINA-B;0;473289368;0;0;0;16.5
DIVIDENDO DEF 193 $ 15;2015-05-23;2015-05-29;$;ANDINA-A;0;473289368;0;0;0;15
DIVIDENDO DEF 8 $ 0,259;2015-05-23;2015-05-29;$;INFODEMA;0;899546826;0;0;0;0.259
DIVIDENDO ADIC 24 $ 39,2433;2015-05-23;2015-05-29;$;IAM;0;1000000000;0;0;0;39.243
DIVIDENDO DEF 25 $ 0,6379;2015-05-23;2015-05-29;$;PLANVITAL;0;1964773937;0;0;0;0.638
DIVIDENDO ADIC $ 0,282832167;2015-05-23;2015-05-29;$;ENJOY;0;2357459928;0;0;0;0.283
DIVIDENDO DEF $ 0,42424825;2015-05-23;2015-05-29;$;ENJOY;0;2357459928;0;0;0;0.424
DIVIDENDO DEF $ 0,00172;2015-05-23;2015-05-29;$;ESVAL-A;0;3553436546;0;0;0;0.002
DIVIDENDO DEF 19 US$ 0,00377694502386379;2015-05-23;2015-05-29;$;MASISA;0;7839105291;0;0;0;2.295
DIVIDENDO DEF 104 $ 0,625;2015-05-23;2015-05-29;$;ALMENDRAL;0;13539622032;0;0;0;0.625
DIVIDENDO DEF $ 0,00172;2015-05-23;2015-05-29;$;ESVAL-C;0;14958535766;0;0;0;0.002
DIVIDENDO PROV $ 80,727723258785;2015-05-22;2015-05-28;$;CFIDHS2-A;0;468499;0;0;0;80.728
DIVIDENDO DEF 0 $ 39,76;2015-05-22;2015-05-28;$;ANDACOR;0;1474500;0;0;0;39.76
DIVIDENDO PROV $ 98,2689497457;2015-05-22;2015-05-28;$;CFIDHS1;0;2248647;0;0;0;98.269
DIVIDENDO $ 0,430803;2015-05-22;2015-05-28;$;CFMINDICE;0;3883012;0;0;0;0.431
DIVIDENDO $ 0,216409;2015-05-22;2015-05-28;$;CFMINDICE;0;3883012;0;0;0;0.216
DIVIDENDO $ 0,015772;2015-05-22;2015-05-28;$;CFMINDICE;0;3883012;0;0;0;0.016
DIVIDENDO $ 0,9088743;2015-05-27;2015-05-28;$;CFMITNIPSA;0;9440000;0;0;0;0.909
DIVIDENDO PROV 92 US$ 0,057778049;2015-05-22;2015-05-28;$;ENAEX;0;123000000;0;0;0;34.979
DIVIDENDO DEF US$ 0,001719938;2015-05-22;2015-05-28;US$;INVERFOODS;0;298774203;0;0;0;0.002
DIVIDENDO DEF 62 $ 94,89339;2015-05-22;2015-05-28;$;EXPROVIDA;0;331316623;0;0;0;94.893
DIVIDENDO ADIC 62 $ 79,10661;2015-05-22;2015-05-28;$;EXPROVIDA;0;331316623;0;0;0;79.107
DIVIDENDO DEF 4 $ 0,845972;2015-05-22;2015-05-28;$;MULTIFOODS;0;1410665600;0;0;0;0.846
DIVIDENDO DEF 23 $ 0,47974226;2015-05-22;2015-05-28;$;SANTANA;0;2589040240;0;0;0;0.48
DIVIDENDO DEF 59 $ 8,05;2015-05-22;2015-05-28;$;AFPCAPITAL;0;3123767502;0;0;0;8.05
DIVIDENDO ADIC 106 US$ 0,0075592;2015-05-22;2015-05-28;$;AESANDES;0;8400318891;0;0;0;4.61
DIVIDENDO $ 0,208764;2015-05-20;2015-05-27;$;CFMINDICE;0;3883012;0;0;0;0.209
DIVIDENDO $ 0,4455506;2015-05-26;2015-05-27;$;CFMITNIPSA;0;9440000;0;0;0;0.446
DIVIDENDO ADIC 91 $ 160,72838;2015-05-20;2015-05-27;$;OXIQUIM;0;59044011;0;0;0;160.728
DIVIDENDO DEF 27 US$ 0,0186852875;2015-05-20;2015-05-27;$;ECL;0;1053309776;0;0;0;11.194
DIVIDENDO DEF 1 $ 0,9243763;2015-05-20;2015-05-27;$;CUPRUM;0;12837423057;0;0;0;0.924
DIVIDENDO ADIC 2 $ 0,9549905;2015-05-20;2015-05-27;$;CUPRUM;0;12837423057;0;0;0;0.955
DIVIDENDO EN CUOTAS 0,032160902 X 1;2015-05-18;2015-05-26;;CFIMBIAR-A;0;0;0;0;0;0
DIVIDENDO EN CUOTAS 0,005506398 X 1;2015-05-18;2015-05-26;;CFIMBIBP-B;0;0;0;0;0;0
DIVIDENDO EN CUOTAS 0,016754805 X 1;2015-05-18;2015-05-26;;CFIMBIGL-A;0;0;0;0;0;0
DIVIDENDO EN CUOTAS 0,00201889 X 1;2015-05-18;2015-05-26;;CFIMBIRFUS;0;0;0;0;0;0
DIVIDENDO DEF $ 9145;2015-05-19;2015-05-26;$;CFIDESIN06;0;440607;0;0;0;9145
DIVIDENDO DEF $ 117,026364096081;2015-05-20;2015-05-26;$;CFIPPAUTO1;0;1582000;0;0;0;117.026
DIVIDENDO PROV $ 300;2015-05-19;2015-05-26;$;CFIRESURA1;0;2000000;0;0;0;300
DIVIDENDO DEF 100 $ 91,812;2015-05-19;2015-05-26;$;LITORAL;0;2500000;0;0;0;91.812
DIVIDENDO ADIC 101 $ 536,188;2015-05-19;2015-05-26;$;LITORAL;0;2500000;0;0;0;536.188
DIVIDENDO DEF 28 $ 50,46;2015-05-19;2015-05-26;$;CASABLANCA;0;2900000;0;0;0;50.46
DIVIDENDO ADIC 29 $ 117,54;2015-05-19;2015-05-26;$;CASABLANCA;0;2900000;0;0;0;117.54
DIVIDENDO $ 1,519661;2015-05-19;2015-05-26;$;CFMINDICE;0;3883012;0;0;0;1.52
DIVIDENDO $ 0,137448;2015-05-19;2015-05-26;$;CFMINDICE;0;3883012;0;0;0;0.137
DIVIDENDO $ 3,0290105;2015-05-25;2015-05-26;$;CFMITNIPSA;0;9440000;0;0;0;3.029
DIVIDENDO $ 0,2885678;2015-05-25;2015-05-26;$;CFMITNIPSA;0;9440000;0;0;0;0.289
DIVIDENDO ADIC 85 $ 11,2116076;2015-05-19;2015-05-26;$;UNESPA;0;20000000;0;0;0;11.212
DIVIDENDO ADIC 79 $ 13,513358268;2015-05-19;2015-05-26;$;COVADONGA;0;23100000;0;0;0;13.513
DIVIDENDO ADIC 84 $ 36,680330086;2015-05-19;2015-05-26;$;INVIESPA;0;23100000;0;0;0;36.68
DIVIDENDO DEF 187 $ 13;2015-05-19;2015-05-26;$;CTC-B;0;83161638;0;0;0;13
DIVIDENDO ADIC 1 $ 34;2015-05-19;2015-05-26;$;ENTEL;0;236523695;0;0;0;34
DIVIDENDO ADIC 60 $ 13,1667;2015-05-19;2015-05-26;$;AGUAS-B;0;307934743;0;0;0;13.167
DIVIDENDO DEF 187 $ 13;2015-05-19;2015-05-26;$;CTC;0;873995447;0;0;0;13
DIVIDENDO ADIC 60 $ 13,1667;2015-05-19;2015-05-26;$;AGUAS-A;0;5811030417;0;0;0;13.167
DIVIDENDO DEF $ 15050,43;2015-05-18;2015-05-25;$;SPORTING;0;6400;0;0;0;15050.43
DIVIDENDO ADIC $ 949,57;2015-05-18;2015-05-25;$;SPORTING;0;6400;0;0;0;949.57
DIVIDENDO US$ 0,03;2015-05-07;2015-05-25;US$;HWM;0;100000;0;0;0;0.03
DIVIDENDO $ 2,179518;2015-05-18;2015-05-25;$;CFMINDICE;0;3883012;0;0;0;2.18
DIVIDENDO $ 2,169548;2015-05-18;2015-05-25;$;CFMINDICE;0;3883012;0;0;0;2.17
DIVIDENDO $ 1,861473;2015-05-18;2015-05-25;$;CFMINDICE;0;3883012;0;0;0;1.861
DIVIDENDO $ 4,4529205;2015-05-22;2015-05-25;$;CFMITNIPSA;0;9360000;0;0;0;4.453
DIVIDENDO $ 3,8451507;2015-05-22;2015-05-25;$;CFMITNIPSA;0;9360000;0;0;0;3.845
DIVIDENDO $ 4,4815258;2015-05-22;2015-05-25;$;CFMITNIPSA;0;9360000;0;0;0;4.482
DIVIDENDO DEF 58 $ 16,95495;2015-05-18;2015-05-25;$;ENELGXCH;0;8201754580;0;0;0;16.955
DIVIDENDO DEF 91 $ 2,89712;2015-05-18;2015-05-25;$;ENELAM;0;49092772762;0;0;0;2.897
DIVIDENDO ADIC 91 $ 2,48573;2015-05-18;2015-05-25;$;ENELAM;0;49092772762;0;0;0;2.486
DIVIDENDO US$ 0,05;2015-05-07;2015-05-22;US$;C;0;100000;0;0;0;0.05
DIVIDENDO US$ 0,16;2015-05-05;2015-05-22;US$;SBUX;0;200000;0;0;0;0.16
DIVIDENDO DEF 156 $ 3,660456;2015-05-15;2015-05-22;$;AGRICULTOR;0;1400000;0;0;0;3.66
DIVIDENDO ADIC 156 $ 31,339544;2015-05-15;2015-05-22;$;AGRICULTOR;0;1400000;0;0;0;31.34
DIVIDENDO $ 0,268125;2015-05-15;2015-05-22;$;CFMINDICE;0;3883012;0;0;0;0.268
DIVIDENDO $ 0,327935;2015-05-15;2015-05-22;$;CFMINDICE;0;3883012;0;0;0;0.328
DIVIDENDO $ 0,037207;2015-05-15;2015-05-22;$;CFMINDICE;0;3883012;0;0;0;0.037
DIVIDENDO $ 0,024731;2015-05-15;2015-05-22;$;CFMINDICE;0;3883012;0;0;0;0.025
DIVIDENDO $ 0,3218063;2015-05-20;2015-05-22;$;CFMITNIPSA;0;9360000;0;0;0;0.322
DIVIDENDO $ 0,1414629;2015-05-20;2015-05-22;$;CFMITNIPSA;0;9360000;0;0;0;0.141
DIVIDENDO $ 0,5483013;2015-05-20;2015-05-22;$;CFMITNIPSA;0;9360000;0;0;0;0.548
DIVIDENDO DEF $ 26,09;2015-05-15;2015-05-22;$;SOPROCAL;0;9850000;0;0;0;26.09
DIVIDENDO DEF 20 $ 309;2015-05-15;2015-05-22;$;BICECORP;0;85087030;0;0;0;309
DIVIDENDO DEF 51 $ 14,2932;2015-05-15;2015-05-22;$;ZOFRI;0;220569255;0;0;0;14.293
DIVIDENDO DEF 34 $ 12,79596;2015-05-15;2015-05-22;$;EMBONOR-A;0;244420704;0;0;0;12.796
DIVIDENDO ADIC 35 $ 29,1088;2015-05-15;2015-05-22;$;EMBONOR-A;0;244420704;0;0;0;29.109
DIVIDENDO DEF 34 $ 13,43575;2015-05-15;2015-05-22;$;EMBONOR-B;0;266432526;0;0;0;13.436
DIVIDENDO ADIC 35 $ 30,56425;2015-05-15;2015-05-22;$;EMBONOR-B;0;266432526;0;0;0;30.564
DIVIDENDO DEF US$ 0,006748;2015-05-15;2015-05-22;$;HF;0;435520079;0;0;0;4.029
DIVIDENDO DEF 259 $ 15;2015-05-15;2015-05-22;$;CONCHATORO;0;747005982;0;0;0;15
DIVIDENDO ADIC 74 US$ 0,004214;2015-05-15;2015-05-22;$;VENTANAS;0;1202879835;0;0;0;2.522
DIVIDENDO DEF 1 $ 0,36828;2015-05-15;2015-05-22;$;FEPASA;0;4713485125;0;0;0;0.368
DIVIDENDO DEF 56 $ 1,68815;2015-05-15;2015-05-22;$;WMTCL;0;6515939147;0;0;0;1.688
DIVIDENDO DEF 33 US$ 0,00051;2015-05-15;2015-05-22;$;NAVIERA;0;6909829902;0;0;0;0.305
REPARTO EQUIV. EN PESOS A 119311 CUOTAS;2015-05-14;;;CFIRLLAIMA;0;0;0;0;0;0
DIVIDENDO DEF 28 $ 215553;2015-05-14;2015-05-20;$;HIPICO;0;1400;0;0;0;215553
DIVIDENDO ADIC 28 $ 34447;2015-05-14;2015-05-20;$;HIPICO;0;1400;0;0;0;34447
DIVIDENDO US$ 0,7;2015-04-16;2015-05-20;US$;CAT;0;100000;0;0;0;0.7
DIVIDENDO DEF $ 0,78551;2015-05-14;2015-05-20;$;ESSBIO-B;0;155282;0;0;0;0.786
DIVIDENDO DEF $ 274,440812;2015-05-14;2015-05-20;$;CFICOMDPA;0;642975;0;0;0;274.441
DIVIDENDO DEF $ 4613,06894;2015-05-14;2015-05-20;$;CFIPRMINF;0;1597681;0;0;0;4613.069
