descrip_vc;fec_lim;fec_pago;moneda;nemo;num_acc_ant;num_acc_der;num_acc_nue;pre_ant_vc;pre_ex_vc;val_acc
REPARTO CAPITAL $ 67,2150471159346;2020-04-07;;;CFIFADPB-E;0;0;0;0;0;0
REPARTO CAPITAL $ 66,9740149643221;2020-04-07;;;CFIFADPA-E;0;0;0;0;0;0
REPARTO CAPITAL $ 68,1589337316945;2020-04-07;;;CFIFADPF-E;0;0;0;0;0;0
DIVIDENDO PROV $ 171,67217458;2020-04-07;2020-04-15;$;CFIMIDMA-E;0;10000000;0;0;0;171.672
REPARTO CAPITAL US$ 0,11871885;2020-04-06;;;CFISECRC-E;10000000;0;10000000;0;0;0
REPARTO CAPITAL US$ 0,11910670;2020-04-06;;;CFISECRE-E;1000000;0;1000000;0;0;0
DIVIDENDO US$ 0,285;2020-03-30;2020-04-14;US$;MDLZ;0;100000;0;0;0;0.285
DIVIDENDO PROV US$ 0,01121918;2020-04-06;2020-04-14;US$;CFISECOC-E;0;10000000;0;0;0;0.011
DIVIDENDO DEF $ 38;2020-04-04;2020-04-13;$;CFINRENTAS;0;252647850;0;0;0;38
EMIS PAGO 0,05392 X 1 $ 315,508915009885;2020-03-05;2020-04-09;;ELUXSA;296633147;0;312627606;940;908.05;315.509
DIVIDENDO $ 0,06609796;2020-04-08;2020-04-09;$;CFMDIVO;0;6360000;0;0;0;0.066
DIVIDENDO PROV 0 $ 8,33;2020-04-03;2020-04-09;$;CFINVDPR-E;0;10000000;0;0;0;8.33
DIVIDENDO $ 228,52189;2020-04-08;2020-04-09;$;CFMEASCCHI;0;10000000;0;0;0;228.522
DIVIDENDO PROV 0 $ 8,33;2020-04-03;2020-04-09;$;FIPNMSGR;0;10000000;0;0;0;8.33
DIVIDENDO $ 0,0726201;2020-04-08;2020-04-09;$;CFMEURCHCE;0;10000000;0;0;0;0.073
DIVIDENDO PROV $ 0,24987695;2020-04-08;2020-04-09;$;CFMITNIPSA;0;18960000;0;0;0;0.25
DIVIDENDO DEF 26 $ 6,3346;2020-04-03;2020-04-09;$;SONDA;0;871057175;0;0;0;6.335
REPARTO TOTAL $ 145211021;2020-04-02;;;CFIBACHIN6;0;0;0;0;0;0
DIVIDENDO $ 1,57971698;2020-04-07;2020-04-08;$;CFMDIVO;0;6360000;0;0;0;1.58
DIVIDENDO $ 4,41364068;2020-04-07;2020-04-08;$;CFMITNIPSA;0;21040000;0;0;0;4.414
DIVIDENDO PROV US$ 0,0133535671;2020-04-02;2020-04-08;US$;CFICGPEP-E;0;72927389;0;0;0;0.013
DIVIDENDO DEF $ 1000;2020-04-02;2020-04-08;$;BCI;0;141616409;0;0;0;1000
DIVIDENDO US$ 0,1427;2020-04-01;2020-04-07;US$;EMLC;0;50000;0;0;0;0.143
DIVIDENDO US$ 0,133914;2020-04-01;2020-04-07;US$;SHV;0;100000;0;0;0;0.134
DIVIDENDO US$ 0,106006;2020-04-01;2020-04-07;US$;SHY;0;100000;0;0;0;0.106
DIVIDENDO US$ 0,175997;2020-04-01;2020-04-07;US$;TIP;0;100000;0;0;0;0.176
DIVIDENDO US$ 0,61;2020-03-13;2020-04-07;US$;MRK;0;100000;0;0;0;0.61
DIVIDENDO US$ 0,3374;2020-04-01;2020-04-07;US$;PPH;0;100000;0;0;0;0.337
DIVIDENDO US$ 0,0849;2020-04-01;2020-04-07;US$;EMAG;0;100000;0;0;0;0.085
DIVIDENDO US$ 0,385371;2020-04-01;2020-04-07;US$;HYG;0;100000;0;0;0;0.385
DIVIDENDO US$ 0,310037;2020-04-01;2020-04-07;US$;LQD;0;100000;0;0;0;0.31
DIVIDENDO US$ 0,238017;2020-04-01;2020-04-07;US$;TLT;0;1000000;0;0;0;0.238
DIVIDENDO US$ 0,222224;2020-04-01;2020-04-07;US$;TLH;0;1000000;0;0;0;0.222
DIVIDENDO US$ 0,205976;2020-04-01;2020-04-07;US$;SHYG;0;1000000;0;0;0;0.206
DIVIDENDO US$ 0,119864;2020-04-01;2020-04-07;US$;SLQD;0;1000000;0;0;0;0.12
DIVIDENDO PROV 0 US$ 0,409168;2020-04-01;2020-04-07;US$;EMB;0;1000000;0;0;0;0.409
DIVIDENDO US$ 0,24868;2020-04-01;2020-04-07;US$;AGG;0;1000000;0;0;0;0.249
DIVIDENDO PROV $ 5501,0667;2020-04-01;2020-04-07;$;CFIWEG-1;0;1000000;0;0;0;5501.067
DIVIDENDO US$ 0,162419;2020-04-01;2020-04-07;US$;IEI;0;1000000;0;0;0;0.162
DIVIDENDO US$ 0,144016;2020-04-01;2020-04-07;US$;IEF;0;1000000;0;0;0;0.144
DIVIDENDO US$ 0,087174;2020-04-01;2020-04-07;US$;FLOT;0;1000000;0;0;0;0.087
DIVIDENDO PROV US$ 0,54;2020-03-19;2020-04-06;US$;WMT;0;100000;0;0;0;0.54
DIVIDENDO DEF $ 7,870336824065930;2020-03-31;2020-04-06;$;CFIDEU3P-E;0;10000000;0;0;0;7.87
DIVIDENDO PROV $ 8,919207080378860;2020-03-31;2020-04-06;$;CFIDEU3P-E;0;10000000;0;0;0;8.919
DIVIDENDO PROV $ 0,4735;2020-03-31;2020-04-06;$;CFIBTGCYFA;0;359440000;0;0;0;0.474
DIVIDENDO PROV $ 0,4962;2020-03-31;2020-04-06;$;CFIBTGCYFI;0;500000000;0;0;0;0.496
EMIS PAGO INF 1,07728243 X 1;2020-02-29;2020-04-05;;CFIMSIGLO;2745814;0;0;0;0;0
CANJE 1 CARRIER GLOBAL CORP X UNA UTX;2020-04-03;;;RTX;100000;0;0;0;0;0
CANJE 0,5 OTIS WORLDWIDE CORP X 1 UTX;2020-04-03;;;RTX;100000;0;0;0;0;0
DIVIDENDO PROV US$ 0,4725374084;2020-03-27;2020-04-02;US$;CFICGPE5-E;0;3000000;0;0;0;0.473
DIVIDENDO PROV US$ 0,01742867;2020-03-27;2020-04-02;US$;CFINRNC4-E;0;10000000;0;0;0;0.017
DIVIDENDO PROV US$ 0,00914513;2020-03-27;2020-04-02;US$;CFINRNC7-E;0;10000000;0;0;0;0.009
DIVIDENDO PROV US$ 0,01545064;2020-03-27;2020-04-02;US$;CFINRNC6-E;0;10000000;0;0;0;0.015
DIVIDENDO PROV US$ 0,01434964;2020-03-27;2020-04-02;US$;CFINRNCDOS;0;10000000;0;0;0;0.014
DIVIDENDO ACC  POR CADA 4 ARCN UNA ARCON;2020-03-19;2020-04-01;;HWM;0;0;0;0;0;0
DIVIDENDO US$ 0,245;2020-02-28;2020-04-01;US$;NKE;0;100000;0;0;0;0.245
DIVIDENDO PROV 0 US$ 0,91;2020-03-12;2020-04-01;US$;ADP;0;100000;0;0;0;0.91
DIVIDENDO US$ 0,1762;2020-03-10;2020-04-01;US$;HPQ;0;100000;0;0;0;0.176
DIVIDENDO PROV US$ 0,41;2020-03-13;2020-04-01;US$;KO;0;100000;0;0;0;0.41
